"source","ingredientPhrase"
"https://www.gimmesomeoven.com/tomato-basil-chicken-stew/","1 tsp. salt"
"https://www.gimmesomeoven.com/tomato-basil-chicken-stew/","½ tsp. black pepper"
"https://www.gimmesomeoven.com/tomato-basil-chicken-stew/","¼ tsp. crushed red pepper flakes"
"https://www.myrecipes.com/recipe/chicken-summer-vegetable-tostadas","2 teaspoons canola oil"
"https://www.myrecipes.com/recipe/chicken-summer-vegetable-tostadas","1 teaspoon ground cumin"
"https://www.myrecipes.com/recipe/chicken-summer-vegetable-tostadas","1/4 teaspoon kosher salt"
"https://www.myrecipes.com/recipe/chicken-summer-vegetable-tostadas","1/4 teaspoon black pepper"
"https://www.myrecipes.com/recipe/chicken-summer-vegetable-tostadas","12 ounces chicken breast tenders"
"https://www.myrecipes.com/recipe/chicken-summer-vegetable-tostadas","1 cup chopped red onion (about 1)"
"https://www.myrecipes.com/recipe/chicken-summer-vegetable-tostadas","1 cup fresh corn kernels (about 2 ears)"
"https://www.myrecipes.com/recipe/chicken-summer-vegetable-tostadas","1 cup chopped zucchini"
"https://www.myrecipes.com/recipe/chicken-summer-vegetable-tostadas","1/2 cup salsa verde"
"https://www.myrecipes.com/recipe/chicken-summer-vegetable-tostadas","3 tablespoons chopped fresh cilantro, divided"
"https://www.myrecipes.com/recipe/chicken-summer-vegetable-tostadas","4 (8-inch) fat-free flour tortillas"
"https://www.myrecipes.com/recipe/chicken-summer-vegetable-tostadas","Cooking spray"
"https://www.myrecipes.com/recipe/chicken-summer-vegetable-tostadas","3 ounces Monterey Jack cheese, shredded (about 3/4 cup)"
"https://www.foodandwine.com/recipes/whole-wheat-spaghetti-with-sausage-and-peppers","1 tablespoon olive oil"
"https://www.foodandwine.com/recipes/whole-wheat-spaghetti-with-sausage-and-peppers","1 pound mild or hot Italian sausage"
"https://www.foodandwine.com/recipes/whole-wheat-spaghetti-with-sausage-and-peppers","1 onion, chopped"
"https://www.foodandwine.com/recipes/whole-wheat-spaghetti-with-sausage-and-peppers","2 red bell peppers, cut into 1-inch pieces"
"https://www.foodandwine.com/recipes/whole-wheat-spaghetti-with-sausage-and-peppers","1 3/4 teaspoons salt"
"https://www.foodandwine.com/recipes/whole-wheat-spaghetti-with-sausage-and-peppers","3 cloves garlic, minced"
"https://www.foodandwine.com/recipes/whole-wheat-spaghetti-with-sausage-and-peppers","1 cup canned crushed tomatoes in thick puree"
"https://www.foodandwine.com/recipes/whole-wheat-spaghetti-with-sausage-and-peppers","1 cup canned low-sodium chicken broth or homemade stock"
"https://www.foodandwine.com/recipes/whole-wheat-spaghetti-with-sausage-and-peppers","2 tablespoons dry vermouth or dry white wine"
"https://www.foodandwine.com/recipes/whole-wheat-spaghetti-with-sausage-and-peppers","3 tablespoons chopped flat-leaf parsley"
"https://www.foodandwine.com/recipes/whole-wheat-spaghetti-with-sausage-and-peppers","3/4 pound whole-wheat spaghetti"
"https://www.foodandwine.com/recipes/whole-wheat-spaghetti-with-sausage-and-peppers","2 tablespoons grated Parmesan cheese, plus more for serving"
"https://www.skinnytaste.com/skillet-sweet-potato-chicken-hash-with","1 tbsp olive oil"
"https://www.skinnytaste.com/skillet-sweet-potato-chicken-hash-with","1 medium onion, chopped"
"https://www.skinnytaste.com/skillet-sweet-potato-chicken-hash-with","10 ounces peeled sweet potatoes, diced into 1/2-inch pieces"
"https://www.skinnytaste.com/skillet-sweet-potato-chicken-hash-with","2 tsp fresh or 3/4 tsp dried thyme"
"https://www.skinnytaste.com/skillet-sweet-potato-chicken-hash-with","1/2 teaspoon garlic powder"
"https://www.skinnytaste.com/skillet-sweet-potato-chicken-hash-with","1/4 teaspoon paprika"
"https://www.skinnytaste.com/skillet-sweet-potato-chicken-hash-with","8 oz leftover rotisserie chicken breast, diced into 1/2-inch pieces"
"https://www.skinnytaste.com/skillet-sweet-potato-chicken-hash-with","4 large eggs"
"https://www.skinnytaste.com/skillet-sweet-potato-chicken-hash-with","1 tbsp fresh chopped chives"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","1 tablespoon olive oil"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","1 yellow onion, finely diced"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","2 large carrots, peeled and finely diced"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","1 zucchini, diced"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","1 clove garlic, minced"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","1 28 oz. can whole peeled tomatoes"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","2 teaspoons paprika"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","1/4 teaspoon turmeric"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","1/2 teaspoon cinnamon"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","1/4 teaspoon cayenne pepper"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","1 teaspoon fine sea salt"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","1/2 teaspoon ground black pepper"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","Pinch red pepper flakes"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","1 lb. halibut (or similar firm white fish)"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","2 tablespoons capers"
"https://lexiscleankitchen.com/one-pan-moroccan-fish/","Parsley, for garnish"
"https://www.eatthis.com/turkey-reuben-sandwich-recipe","1⁄4 cup ketchup"
"https://www.eatthis.com/turkey-reuben-sandwich-recipe","1⁄4 cup olive oil mayonnaise"
"https://www.eatthis.com/turkey-reuben-sandwich-recipe","2 Tbsp relish"
"https://www.eatthis.com/turkey-reuben-sandwich-recipe","Few dashes Tabasco sauce"
"https://www.eatthis.com/turkey-reuben-sandwich-recipe","Black pepper to taste"
"https://www.eatthis.com/turkey-reuben-sandwich-recipe","1 lb turkey pastrami (or"
"https://www.eatthis.com/turkey-reuben-sandwich-recipe","failing that"
"https://www.eatthis.com/turkey-reuben-sandwich-recipe","regular turkey)"
"https://www.eatthis.com/turkey-reuben-sandwich-recipe","4 slices low-fat Swiss cheese"
"https://www.eatthis.com/turkey-reuben-sandwich-recipe","8 slices rye bread toasted"
"https://www.eatthis.com/turkey-reuben-sandwich-recipe","1 cup bottled sauerkraut"
"https://lexiscleankitchen.com/sausage-peppers-onions","1 tablespoon olive oil"
"https://lexiscleankitchen.com/sausage-peppers-onions","2 garlic cloves, minced"
"https://lexiscleankitchen.com/sausage-peppers-onions","3 bell peppers, sliced"
"https://lexiscleankitchen.com/sausage-peppers-onions","1 large onion, sliced"
"https://lexiscleankitchen.com/sausage-peppers-onions","1/2 poblano pepper, thinly sliced (optional)"
"https://lexiscleankitchen.com/sausage-peppers-onions","4 (cooked) chicken sausage links (I used a mix of spicy Italian and andouille), sliced"
"https://lexiscleankitchen.com/sausage-peppers-onions","1 (15 oz) can organic diced tomatoes"
"https://lexiscleankitchen.com/sausage-peppers-onions","1/2 cup chicken broth"
"https://lexiscleankitchen.com/sausage-peppers-onions","1 teaspoon garlic powder"
"https://lexiscleankitchen.com/sausage-peppers-onions","1/2 teaspoon cumin, more to taste"
"https://lexiscleankitchen.com/sausage-peppers-onions","1/2 teaspoon chili power, more to taste"
"https://lexiscleankitchen.com/sausage-peppers-onions","1 tablespoon hot sauce (optional)"
"https://www.epicurious.com/recipes/food/views/sweet-n-spicy-sriracha-glazed-salmon-51252440","1/4 cup reduced-sodium soy sauce (or tamari for gluten-free)"
"https://www.epicurious.com/recipes/food/views/sweet-n-spicy-sriracha-glazed-salmon-51252440","2 tablespoons honey"
"https://www.epicurious.com/recipes/food/views/sweet-n-spicy-sriracha-glazed-salmon-51252440","1 tablespoon rice vinegar"
"https://www.epicurious.com/recipes/food/views/sweet-n-spicy-sriracha-glazed-salmon-51252440","1 tablespoon Sriracha sauce (or to taste)"
"https://www.epicurious.com/recipes/food/views/sweet-n-spicy-sriracha-glazed-salmon-51252440","1 tablespoon grated fresh ginger"
"https://www.epicurious.com/recipes/food/views/sweet-n-spicy-sriracha-glazed-salmon-51252440","1 tablespoon minced garlic"
"https://www.epicurious.com/recipes/food/views/sweet-n-spicy-sriracha-glazed-salmon-51252440","1 pound wild salmon fillet, cut into 4 (4-ounce) pieces"
"https://www.epicurious.com/recipes/food/views/sweet-n-spicy-sriracha-glazed-salmon-51252440","1 1/2 teaspoons sesame oil"
"https://www.epicurious.com/recipes/food/views/sweet-n-spicy-sriracha-glazed-salmon-51252440","2 tablespoons finely chopped scallions, for garnish"
"https://www.epicurious.com/recipes/food/views/pasta-carbonara-with-cabbage-and-mushrooms","1 tablespoon extra-virgin olive oil"
"https://www.epicurious.com/recipes/food/views/pasta-carbonara-with-cabbage-and-mushrooms","8 ounces shiitake mushrooms, stems removed, sliced into 1/2-inch strips"
"https://www.epicurious.com/recipes/food/views/pasta-carbonara-with-cabbage-and-mushrooms","6 ounces bacon, sliced crosswise into 1/2-inch strips"
"https://www.epicurious.com/recipes/food/views/pasta-carbonara-with-cabbage-and-mushrooms","8 ounces tagliatelle or linguine"
"https://www.epicurious.com/recipes/food/views/pasta-carbonara-with-cabbage-and-mushrooms","3/4 tsp. kosher salt, plus more"
"https://www.epicurious.com/recipes/food/views/pasta-carbonara-with-cabbage-and-mushrooms","1 medium head of savoy cabbage (about 1 pound) cored, sliced into 1/4-inch ribbons"
"https://www.epicurious.com/recipes/food/views/pasta-carbonara-with-cabbage-and-mushrooms","2 large egg yolks"
"https://www.epicurious.com/recipes/food/views/pasta-carbonara-with-cabbage-and-mushrooms","2 ounces Parmesan, finely grated, divided, plus more for serving"
"https://www.epicurious.com/recipes/food/views/pasta-carbonara-with-cabbage-and-mushrooms","1 1/2 teaspoons freshly ground black pepper"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","Optional Shrimp"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 teaspoon extra virgin olive oil"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","15-20 baby shrimp, cleaned and deveined"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 teaspoon cilantro, roughly chopped"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1/4 teaspoon sea salt"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1/4 teaspoon black pepper"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1/2 lime, juiced"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","Spring Rolls"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 package Spring Roll Wrappers"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 package Vermicelli Rice Noodles"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 avocado, thinly sliced"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 cucumber, thinly sliced"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 carrot, peeled and thinly sliced"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 orange, sliced into small wedges where the pith is removed"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 purple cabbage, sliced thinly"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 bunch of mint leaves"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 mango, julienned"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 scallion, diced"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","Mango Ginger Dipping Sauce"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 teaspoon ginger, skin peeled and thinly sliced"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","2 teaspoons lime"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 teaspoon chili paste"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 teaspoon salt, add more as necessary"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1 mango"
"https://lexiscleankitchen.com/spring-rolls-mango-ginger-sauce","1/2 teaspoon honey"
"https://thewoksoflife.com/stir-fried-tomato-and-egg","4 small to medium tomatoes ((about 500 g, 1 pound))"
"https://thewoksoflife.com/stir-fried-tomato-and-egg","1 scallion"
"https://thewoksoflife.com/stir-fried-tomato-and-egg","4 eggs"
"https://thewoksoflife.com/stir-fried-tomato-and-egg","3/4 tsp salt ((divided, or to taste))"
"https://thewoksoflife.com/stir-fried-tomato-and-egg","1/4 tsp white pepper"
"https://thewoksoflife.com/stir-fried-tomato-and-egg","1/2 tsp sesame oil"
"https://thewoksoflife.com/stir-fried-tomato-and-egg","1 tsp shaoxing wine"
"https://thewoksoflife.com/stir-fried-tomato-and-egg","3 tbsp vegetable oil ((divided))"
"https://thewoksoflife.com/stir-fried-tomato-and-egg","2 tsp sugar"
"https://thewoksoflife.com/stir-fried-tomato-and-egg","1/4-1/2 cup water"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1 seedless English cucumber or 4 small Persian or Kirby cucumbers"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","About 1/4 cup rice wine vinegar"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","2 tablespoons superfine sugar"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1 tablespoon gochugaru Korean chili flakes or chili paste"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1 1/2 teaspoons salt"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1 teaspoon toasted sesame oil"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1 teaspoon toasted sesame seeds"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1 Asian pear or Bosc pear"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1 onion, red or yellow"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","4 cloves garlic"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1 inch ginger root"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","Neutral oil, such as peanut or safflower"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1 pound ground beef"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1/2 pound ground pork"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","Salt and pepper"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1 tablespoon soy sauce"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1 tablespoon Worcestershire sauce, Lea and Perrins preferred brand"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1/3 cup gochujang Korean paste, Mother in Law's preferred brand"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1 cup beef or chicken stock"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1 tablespoon light brown sugar"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","1 tablespoon toasted sesame oil"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","4 to 6 soft large hamburger rolls, Big Marty's preferred brand"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","4 scallions, whites and greens, chopped"
"https://www.foodnetwork.com/recipes/rachael-ray/korean-inspired-sloppy-joes-and-quick-pickles-5639442","2 green chilies, fresh finger or jalapeno, or pickled jalapeno peppers"
"https://www.epicurious.com/recipes/food/views/easy-green-curry-with-chicken-bell-pepper-and-sugar-snap-peas","1 tablespoon virgin coconut or canola oil"
"https://www.epicurious.com/recipes/food/views/easy-green-curry-with-chicken-bell-pepper-and-sugar-snap-peas","1/4 cup green curry paste"
"https://www.epicurious.com/recipes/food/views/easy-green-curry-with-chicken-bell-pepper-and-sugar-snap-peas","1 1/2 teaspoons freshly grated ginger"
"https://www.epicurious.com/recipes/food/views/easy-green-curry-with-chicken-bell-pepper-and-sugar-snap-peas","1/2 teaspoon finely grated lime zest"
"https://www.epicurious.com/recipes/food/views/easy-green-curry-with-chicken-bell-pepper-and-sugar-snap-peas","1 medium onion, sliced into 1/4-inch strips"
"https://www.epicurious.com/recipes/food/views/easy-green-curry-with-chicken-bell-pepper-and-sugar-snap-peas","1 teaspoon kosher salt"
"https://www.epicurious.com/recipes/food/views/easy-green-curry-with-chicken-bell-pepper-and-sugar-snap-peas","1 red bell pepper, sliced into 1/4-inch strips"
"https://www.epicurious.com/recipes/food/views/easy-green-curry-with-chicken-bell-pepper-and-sugar-snap-peas","1 cup homemade chicken stock or low-sodium chicken broth"
"https://www.epicurious.com/recipes/food/views/easy-green-curry-with-chicken-bell-pepper-and-sugar-snap-peas","4 cups 1/2-inch cubed cooked chicken (from 1 [2 1/2-pound] rotisserie chicken)"
"https://www.epicurious.com/recipes/food/views/easy-green-curry-with-chicken-bell-pepper-and-sugar-snap-peas","1/2 pound sugar snap peas, trimmed (about 2 1/2 cups)"
"https://www.epicurious.com/recipes/food/views/easy-green-curry-with-chicken-bell-pepper-and-sugar-snap-peas","1 (14-ounce) can coconut milk"
"https://www.epicurious.com/recipes/food/views/easy-green-curry-with-chicken-bell-pepper-and-sugar-snap-peas","1/4 cup basil leaves"
"https://www.epicurious.com/recipes/food/views/easy-green-curry-with-chicken-bell-pepper-and-sugar-snap-peas","1 tablespoon fresh lime juice"
"https://www.epicurious.com/recipes/food/views/easy-green-curry-with-chicken-bell-pepper-and-sugar-snap-peas","Cooked rice or rice noodles and lime wedges (for serving)"
"https://www.feastingathome.com/pan-seared-salmon-with-chia-seeds","2 4-6 ounces Wild Salmon (or Steelhead) filets ( I prefer thicker cuts)"
"https://www.feastingathome.com/pan-seared-salmon-with-chia-seeds","1/2 teaspoon salt"
"https://www.feastingathome.com/pan-seared-salmon-with-chia-seeds","1/4 teaspoon pepper"
"https://www.feastingathome.com/pan-seared-salmon-with-chia-seeds","1/2 teaspoon dried mint, dill or tarragon"
"https://www.feastingathome.com/pan-seared-salmon-with-chia-seeds","1/2 teaspoon granulated garlic"
"https://www.feastingathome.com/pan-seared-salmon-with-chia-seeds","2 teaspoons chia seeds"
"https://www.feastingathome.com/pan-seared-salmon-with-chia-seeds","1 tablespoon olive oil"
"https://www.feastingathome.com/pan-seared-salmon-with-chia-seeds","½ lemon ( to finish)"
"https://www.feastingathome.com/pan-seared-salmon-with-chia-seeds","1 extra large fennel bulb, very thinly sliced ( a mandolin is great for this)"
"https://www.feastingathome.com/pan-seared-salmon-with-chia-seeds","1 Turkish cucumber"
"https://www.feastingathome.com/pan-seared-salmon-with-chia-seeds","1/4 cup thinly sliced sweet onion"
"https://www.feastingathome.com/pan-seared-salmon-with-chia-seeds","1/2 ounce package dill or tarragon"
"https://www.feastingathome.com/pan-seared-salmon-with-chia-seeds","2 tablespoons olive oil"
"https://www.feastingathome.com/pan-seared-salmon-with-chia-seeds","2-3 tablespoon lemon juice"
"https://www.feastingathome.com/pan-seared-salmon-with-chia-seeds","Salt and pepper to taste"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","1 tablespoon olive oil"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","1/2 medium onion, chopped"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","2 bay leaves"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","1 teaspoon ground cumin"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","2 tablespoons dried oregano"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","1 tablespoon salt"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","2 stalks celery, chopped"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","2 green bell peppers, chopped"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","2 jalapeno peppers, chopped"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","3 cloves garlic, chopped"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","2 (4 ounce) cans chopped green chile peppers, drained"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","2 (12 ounce) packages vegetarian burger crumbles"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","3 (28 ounce) cans whole peeled tomatoes, crushed"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","1/4 cup chili powder"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","1 tablespoon ground black pepper"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","1 (15 ounce) can kidney beans, drained"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","1 (15 ounce) can garbanzo beans, drained"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","1 (15 ounce) can black beans"
"https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world","1 (15 ounce) can whole kernel corn"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","1 tablespoon olive oil"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","1 tablespoon butter"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","2 cups fresh shucked peas"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","½ teaspoon salt"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","⅛ teaspoon white pepper"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","1 teaspoon white truffle oil"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","¼ cup water"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","⅓ cup water"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","3 tablespoons cooked peas ( from above)"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","⅛ teaspooon salt"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","1 teaspooon truffle oil"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","1 tablespoon fresh tarragon"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","6- 8 scallops- patted dry, seasoned with salt"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","1 T butter"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","1 T oil"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","a little lemon zest"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","a few tarragon"
"https://www.feastingathome.com/seared-scallops-with-spring-peas-tarragon-and-truffle-oil","borage flowers or pea flowers for garnishing ( optional but pretty)"
"https://myfreshperspective.com/thai-butternut-squash-soup","1 tbsp coconut oil"
"https://myfreshperspective.com/thai-butternut-squash-soup","1 large clove garlic"
"https://myfreshperspective.com/thai-butternut-squash-soup","1” piece fresh peeled ginger"
"https://myfreshperspective.com/thai-butternut-squash-soup","1/2 large yellow onion, or 1 small onion, diced"
"https://myfreshperspective.com/thai-butternut-squash-soup","2 tbsp Thai red curry paste (I use Thai Kitchen)"
"https://myfreshperspective.com/thai-butternut-squash-soup","5 cups butternut squash, peeled + cubed into bite-size chunks"
"https://myfreshperspective.com/thai-butternut-squash-soup","2 cups water"
"https://myfreshperspective.com/thai-butternut-squash-soup","1 15oz can light coconut milk (or regular, if you prefer a thicker consistency)"
"https://myfreshperspective.com/thai-butternut-squash-soup","1 tbsp coconut aminos (or fish sauce, if not vegan)"
"https://myfreshperspective.com/thai-butternut-squash-soup","juice of 1 lime"
"https://myfreshperspective.com/thai-butternut-squash-soup","toasted cashews, cilantro and lime wedges, to garnish"
"https://www.bonappetit.com/recipe/mushroom-carbonara","Kosher salt"
"https://www.bonappetit.com/recipe/mushroom-carbonara","1½ lb. crimini or button mushrooms"
"https://www.bonappetit.com/recipe/mushroom-carbonara","6 garlic cloves"
"https://www.bonappetit.com/recipe/mushroom-carbonara","2 medium shallots"
"https://www.bonappetit.com/recipe/mushroom-carbonara","1 cup parsley leaves with tender stems (about ½ bunch)"
"https://www.bonappetit.com/recipe/mushroom-carbonara","5 large egg yolks"
"https://www.bonappetit.com/recipe/mushroom-carbonara","1 large egg"
"https://www.bonappetit.com/recipe/mushroom-carbonara","4 oz. store-bought pre-grated Parmesan, plus more for serving"
"https://www.bonappetit.com/recipe/mushroom-carbonara","1½ tsp. freshly ground black pepper, plus more"
"https://www.bonappetit.com/recipe/mushroom-carbonara","¼ cup extra-virgin olive oil"
"https://www.bonappetit.com/recipe/mushroom-carbonara","1 lb. orecchiette"
"https://cooking.nytimes.com/recipes/1019693-slow-cooker-chipotle-honey-chicken-tacos","1 ½ pounds boneless, skinless chicken thighs"
"https://cooking.nytimes.com/recipes/1019693-slow-cooker-chipotle-honey-chicken-tacos","3 tablespoons honey"
"https://cooking.nytimes.com/recipes/1019693-slow-cooker-chipotle-honey-chicken-tacos","1 teaspoon onion powder"
"https://cooking.nytimes.com/recipes/1019693-slow-cooker-chipotle-honey-chicken-tacos","1 teaspoon garlic powder"
"https://cooking.nytimes.com/recipes/1019693-slow-cooker-chipotle-honey-chicken-tacos","½ teaspoon ground cumin"
"https://cooking.nytimes.com/recipes/1019693-slow-cooker-chipotle-honey-chicken-tacos","1 teaspoon kosher salt"
"https://cooking.nytimes.com/recipes/1019693-slow-cooker-chipotle-honey-chicken-tacos","1 to 4 chipotles from a can of chipotles in adobo, finely chopped, plus 2 tablespoons adobo sauce"
"https://cooking.nytimes.com/recipes/1019693-slow-cooker-chipotle-honey-chicken-tacos","1 (15-ounce) can black beans, rinsed and drained"
"https://cooking.nytimes.com/recipes/1019693-slow-cooker-chipotle-honey-chicken-tacos","Juice of 1 lime"
"https://cooking.nytimes.com/recipes/1019693-slow-cooker-chipotle-honey-chicken-tacos","Warmed tortillas, for serving"
"https://cooking.nytimes.com/recipes/1019693-slow-cooker-chipotle-honey-chicken-tacos","Pickled onion, for serving (see Tip)"
"https://cooking.nytimes.com/recipes/1019693-slow-cooker-chipotle-honey-chicken-tacos","Sliced or cubed avocado, for serving"
"https://www.epicurious.com/recipes/food/views/summer-squash-sloppy-joes-239165","1 pound ground lean beef or turkey"
"https://www.epicurious.com/recipes/food/views/summer-squash-sloppy-joes-239165","1/2 onion, finely chopped (about 3/4 cup)"
"https://www.epicurious.com/recipes/food/views/summer-squash-sloppy-joes-239165","1 carrot, chopped"
